zfygpa;zgpa;DOB_yr;isPartTime;sex;race;cluster_tier;family_income;lsat;ugpa;weighted_lsat_ugpa;pass_bar
-0.02;0.03;66;No;Male;Other;1;4;30.7;1.9;516.8420911;Failed_or_not_attempted
-0.43;-0.92;66;No;Female;White;5;4;40.5;3.1;791.5789265;Passed
0.19;-0.46;68;No;Male;White;4;3;41;3.9;879.473663;Passed
0.53;-0.11;69;No;Female;White;3;4;40;3.5;823.68419;Passed
1.57;1.01;68;No;Female;White;4;3;41;3.4;829.473663;Passed
0;0;68;No;Female;White;4;2;39;3.9;847.894717;Failed_or_not_attempted
-1.57;-1.58;69;No;Female;Black;4;5;26;3;552.631568;Failed_or_not_attempted
-1.62;-1.66;58;Yes;Female;White;3;4;31.5;3.3;669.4736695;Passed
0;0;66;No;Male;White;2;4;32;3.1;657.368406;Failed_or_not_attempted
-0.31;-1.77;64;No;Female;White;4;3;39;3.6;817.894717;Passed
0.3;0.23;68;No;Female;White;2;3;30;3.5;665.78946;Passed
1.75;3.15;51;No;Male;White;3;3;34;3.5;728.947352;Passed
0.55;1.02;69;No;Female;White;5;4;44;3.7;906.842082;Passed
-0.18;0;63;No;Female;White;4;3;43;3.7;891.052609;Failed_or_not_attempted
-0.81;-0.07;56;No;Male;White;4;3;39;3.5;807.894717;Passed
1.26;0.37;70;No;Male;White;6;3;48;3.5;949.999974;Passed
-0.11;-0.22;68;No;Female;Other;4;3;42;3.3;835.263136;Passed
0.05;0;58;No;Male;White;2;4;29;2.8;579.999987;Failed_or_not_attempted
0.94;1.12;68;No;Male;White;2;3;32.5;2.8;635.2631425;Passed
0.32;0.27;68;No;Male;White;4;4;47;3.4;924.210501;Passed
0.44;1.31;63;No;Male;White;5;3;44;3.9;926.842082;Passed
-0.99;-0.91;68;No;Male;White;2;5;34;2.5;628.947352;Passed
-1.03;-0.99;53;No;Female;White;4;3;30;3.2;635.78946;Passed
0.23;-0.53;68;No;Male;White;4;1;37;3.5;776.315771;Passed
-0.47;0.01;69;No;Female;Black;3;2;34;3;678.947352;Passed
-1.46;-1.34;49;Yes;Male;Other;3;2;31;3;631.578933;Failed_or_not_attempted
1.49;1.7;56;Yes;Female;White;3;2;38;3.2;762.105244;Passed
-0.5;-1.41;69;No;Female;White;3;4;34;3;678.947352;Failed_or_not_attempted
0.03;0;65;No;Female;White;3;2;30;3.7;685.78946;Failed_or_not_attempted
0.16;-0.35;62;No;Male;Other;5;4;41;3.6;849.473663;Passed
-0.52;-0.85;65;No;Female;White;6;4;36.5;3.3;748.4210345;Passed
-1.29;-1.06;69;No;Female;White;6;3;47;3.4;924.210501;Passed
0.19;0.45;69;No;Female;White;4;2;39;3.5;807.894717;Passed
0.56;-0.03;69;No;Male;White;3;4;41;2.9;779.473663;Passed
0.51;0.62;67;No;Female;White;3;3;40;2.9;763.68419;Passed
0.76;0.46;58;No;Female;White;4;4;38;3.9;832.105244;Passed
1.2;-0.55;59;No;Male;White;5;2;44;3.8;916.842082;Failed_or_not_attempted
0.11;0.01;66;No;Female;Other;1;4;36;2.7;680.526298;Passed
-0.54;-0.44;69;No;Male;White;4;3;38;3.3;772.105244;Passed
0.73;0.28;68;No;Male;White;5;5;46;3.4;908.421028;Passed
0.03;-0.15;68;No;Male;White;3;4;36;2.5;660.526298;Passed
0.96;0.91;68;No;Male;White;3;4;30.5;3.1;633.6841965;Passed
-0.68;0;65;No;Female;Other;3;3;39;3.4;797.894717;Passed
0.75;0.47;67;No;Male;White;3;3;34;3.2;698.947352;Passed
1.6;1.49;69;No;Female;White;4;3;41;3.8;869.473663;Passed
-0.99;-0.1;67;No;Female;White;5;4;43;3.6;881.052609;Passed
-1.31;-0.84;68;No;Male;Other;4;2;33;3.1;673.157879;Passed
1.06;1.32;69;No;Male;White;4;4;39;3.3;787.894717;Passed
-0.7;-0.67;68;No;Female;White;2;4;34;2.6;638.947352;Passed
-1.27;-0.53;68;No;Female;Other;2;1;28;3.1;594.210514;Passed
0.43;0.33;48;No;Female;White;5;4;46;3.9;958.421028;Passed
-0.1;-0.14;69;No;Female;White;3;3;37;3.4;766.315771;Passed
-1.26;-1.27;62;No;Male;Other;3;3;27;2.3;498.421041;Passed
0.17;0.54;69;No;Male;White;6;5;35;3.7;764.736825;Passed
-1;0;54;No;Female;White;6;3;41;3.4;829.473663;Passed
-1.23;-1.41;69;No;Female;Other;5;4;35;3;694.736825;Passed
-1.38;-1.43;56;No;Female;White;4;2;18;3.9;516.315784;Failed_or_not_attempted
0.35;0.26;67;No;Male;White;5;4;35;3.2;714.736825;Passed
-0.12;-0.67;67;No;Female;White;3;5;26.5;2.8;540.5263045;Passed
-0.57;0;67;No;Female;White;4;3;36;3.1;720.526298;Failed_or_not_attempted
-0.41;-0.8;69;No;Male;White;4;4;40;2.9;763.68419;Passed
1.16;1.25;69;No;Female;White;3;4;39;3.3;787.894717;Passed
-1.82;-2.27;54;Yes;Male;White;4;3;28;3.1;594.210514;Failed_or_not_attempted
-1.28;-1.44;59;No;Male;Black;1;3;22.5;2.9;487.3684125;Passed
0.33;-1.01;69;No;Male;Other;5;4;34;3.3;708.947352;Failed_or_not_attempted
0.54;-0.49;68;No;Male;White;4;3;39;3.9;847.894717;Passed
0.89;0.29;69;No;Male;White;5;4;44;3.8;916.842082;Passed
-0.48;-0.76;69;No;Female;White;3;3;33;3.5;713.157879;Passed
-1.84;-1.33;69;No;Female;Other;5;2;38;2.8;722.105244;Passed
0.75;0.91;67;No;Male;White;5;3;39;3.6;817.894717;Passed
1.55;1.67;63;No;Female;White;3;4;48;3.2;919.999974;Passed
-0.89;0;67;Yes;Female;Black;3;4;31;2.7;601.578933;Failed_or_not_attempted
-0.4;-1.11;68;No;Male;White;4;3;38;2.8;722.105244;Failed_or_not_attempted
-0.21;-0.46;66;No;Male;White;6;4;46;3;868.421028;Passed
0.19;-0.11;55;No;Female;White;4;3;40;3.1;783.68419;Passed
1.41;1.97;69;No;Female;White;5;5;39;3.3;787.894717;Passed
-1.25;0;62;Yes;Male;Other;3;3;35;2.8;674.736825;Failed_or_not_attempted
0.79;0.77;68;No;Female;White;4;4;41;3.6;849.473663;Passed
-0.57;-0.04;69;No;Female;White;5;2;43;3.9;911.052609;Passed
0.29;0.03;67;No;Male;White;4;3;36;3.3;740.526298;Passed
0.44;0.03;62;Yes;Female;White;3;5;33;2.8;643.157879;Passed
0.5;1.19;67;No;Female;White;3;3;34;3;678.947352;Failed_or_not_attempted
0;0;55;No;Male;White;6;4;45;3.6;912.631555;Passed
1.1;0.47;69;No;Male;White;2;3;31;2.8;611.578933;Passed
0.23;0.62;67;No;Male;White;4;4;45;3.5;902.631555;Passed
0.93;0.87;68;No;Male;White;6;5;43;3.6;881.052609;Passed
0.9;1.1;69;No;Male;White;6;4;41;3.7;859.473663;Passed
-0.43;-0.39;68;No;Female;White;5;3;41;3.6;849.473663;Passed
0.09;0.22;69;No;Male;White;5;4;47;3.8;964.210501;Passed
-0.28;-0.06;69;No;Male;Other;2;4;29;3;599.999987;Passed
0.81;0.74;69;No;Male;White;4;3;37;3.6;786.315771;Passed
1.59;2.37;68;No;Female;White;1;2;34;2.7;648.947352;Passed
-0.35;0.11;69;No;Male;White;6;4;42;3.7;875.263136;Passed
-1.92;0;70;No;Female;Black;4;2;35;2.7;664.736825;Failed_or_not_attempted
-1.22;0;64;No;Male;Other;4;1;33;3.5;713.157879;Failed_or_not_attempted
0.29;-0.63;64;No;Male;Other;4;4;37;3.6;786.315771;Passed
0;0.67;60;No;Female;White;5;4;34;3.4;718.947352;Failed_or_not_attempted
1;0.19;69;No;Female;White;4;4;39;3.4;797.894717;Passed
-1.5;-2.11;67;Yes;Female;Other;3;2;31;2.5;581.578933;Failed_or_not_attempted
0.66;0.59;68;No;Male;White;4;4;38;3.2;762.105244;Passed
1.54;1.22;65;No;Female;White;3;4;36;3.5;760.526298;Passed
-1.48;-1.65;69;No;Female;White;3;4;32;3.2;667.368406;Passed
-0.2;-0.63;68;No;Female;White;3;3;34.5;3;686.8420885;Passed
1.28;0.76;69;No;Male;White;3;4;34;3;678.947352;Passed
2.65;1.73;67;No;Male;White;5;4;44;3.5;886.842082;Passed
0.63;0.68;65;No;Male;White;6;2;42;3.9;895.263136;Failed_or_not_attempted
-1.38;-1.32;68;No;Female;White;4;3;30;3.2;635.78946;Failed_or_not_attempted
-1.99;-2.17;69;No;Male;White;3;4;30.5;3.5;673.6841965;Passed
0.59;0.92;59;Yes;Male;White;4;3;45;2.3;782.631555;Passed
1.1;0.93;69;No;Male;White;6;3;42;3.7;875.263136;Passed
-1.57;0;64;No;Male;Black;4;2;26;3.2;572.631568;Failed_or_not_attempted
-1.51;-0.31;69;No;Female;White;3;4;38;2.9;732.105244;Passed
1.59;1.55;70;No;Male;White;4;2;39;4;857.894717;Passed
2.17;2.27;55;No;Male;White;4;3;40;3.5;823.68419;Passed
1.9;1.74;68;No;Female;White;5;4;35;4;794.736825;Passed
0.4;0.87;69;No;Female;White;5;4;48;3.5;949.999974;Passed
0.01;-0.15;64;Yes;Female;Other;5;4;35;3.3;724.736825;Passed
0.33;-0.18;69;No;Male;White;5;3;41;3.6;849.473663;Passed
1.18;1.74;57;No;Male;White;3;4;42;3.1;815.263136;Passed
-0.17;1.22;63;Yes;Male;White;5;3;30.5;2.7;593.6841965;Passed
-1.83;0;65;No;Male;Black;3;3;28;2.9;574.210514;Failed_or_not_attempted
-0.21;-0.4;69;No;Male;White;5;4;36;3.2;730.526298;Passed
-0.56;-0.64;69;No;Male;White;4;4;37;3.3;756.315771;Passed
1.47;1.19;69;No;Female;White;6;4;36;3.6;770.526298;Passed
-0.08;0.05;70;No;Female;White;4;1;41;3.8;869.473663;Passed
0.41;1.24;52;Yes;Male;White;4;3;40;3.6;833.68419;Passed
-0.92;-0.26;68;No;Female;White;3;4;34;3.2;698.947352;Passed
-1.26;-1.87;66;No;Male;Other;5;5;31;2.6;591.578933;Failed_or_not_attempted
0.08;-0.59;69;No;Male;White;4;3;39;3.2;777.894717;Passed
0.27;0.28;69;No;Female;White;4;2;39;3.2;777.894717;Passed
0.58;0.97;68;No;Male;White;3;3;29;3.3;629.999987;Passed
2.02;2.03;69;No;Male;White;4;4;41;4;889.473663;Passed
0.38;0.22;69;Yes;Female;White;4;4;35;3;694.736825;Passed
0.13;-0.12;68;No;Female;White;6;3;40;3.3;803.68419;Passed
0.11;-0.65;69;No;Female;White;3;3;37;3.3;756.315771;Passed
-0.4;-0.12;67;No;Male;White;4;4;42;3;805.263136;Passed
0.61;0.82;69;No;Female;White;5;4;38;4;842.105244;Passed
0.17;-0.29;54;No;Male;White;1;5;37;2.9;716.315771;Passed
0;0;66;No;Female;White;4;2;36;3.6;770.526298;Passed
1.6;1.59;67;No;Female;White;4;4;37;3.8;806.315771;Passed
-0.58;-0.55;54;No;Male;White;2;3;29;3.1;609.999987;Failed_or_not_attempted
-2.29;-0.79;66;No;Female;Black;4;3;30;2.7;585.78946;Passed
-0.47;-0.3;68;No;Female;Other;6;5;37;3.2;746.315771;Passed
-0.42;-0.53;69;No;Female;White;3;4;41;2.8;769.473663;Passed
1.26;0.64;68;No;Male;White;3;3;36;2.6;670.526298;Passed
1.81;2.23;66;No;Female;White;5;4;40;3.6;833.68419;Passed
-0.43;-1.3;69;No;Male;White;5;4;47;3;884.210501;Passed
1.65;0.64;57;No;Male;White;6;4;44;2.4;776.842082;Passed
1.9;2.09;69;No;Female;White;5;3;36;3.9;800.526298;Passed
1.06;0.95;60;Yes;Female;White;4;2;32;3.7;717.368406;Passed
-0.46;-0.49;68;No;Female;White;5;4;33;3.1;673.157879;Passed
0;0;53;No;Male;White;1;3;27;2.5;518.421041;Failed_or_not_attempted
0.62;0.56;68;No;Female;White;3;3;37;3.1;736.315771;Passed
0.19;0.29;69;No;Male;White;4;3;44;3.9;926.842082;Passed
0.81;0.71;68;No;Female;White;3;3;38;3.7;812.105244;Passed
0.1;-0.06;58;No;Female;White;5;3;39;3.5;807.894717;Passed
0.47;-0.8;68;No;Male;White;3;4;35.3;2.6;659.4736669;Passed
-0.9;-1.46;66;No;Male;White;6;3;42;3.4;845.263136;Passed
-1.18;0;66;No;Female;Other;3;3;33;2.6;623.157879;Failed_or_not_attempted
2.01;1.87;68;No;Male;White;5;3;39;2.9;747.894717;Passed
-1.11;-1.03;57;No;Male;White;3;4;37;3.1;736.315771;Passed
-0.32;-1.27;65;No;Male;White;3;4;33;2.5;613.157879;Passed
-1.4;-1.63;69;No;Male;White;3;4;33;2.5;613.157879;Passed
0.49;0.38;69;No;Female;White;5;4;41;3;789.473663;Passed
2.28;1.89;67;No;Female;White;4;3;43;3.4;861.052609;Passed
0.81;0.99;68;No;Female;Other;3;4;38;3.6;802.105244;Passed
0.16;-0.02;56;No;Female;White;4;3;41;3.1;799.473663;Passed
-0.53;-0.88;40;Yes;Male;White;4;3;33;3.4;703.157879;Passed
-1.45;-1.11;69;No;Female;Other;4;4;37;2.9;716.315771;Passed
-1.46;0;66;No;Female;Black;4;3;24;2.7;491.052622;Failed_or_not_attempted
0.64;0;63;No;Male;White;6;3;43;3.6;881.052609;Failed_or_not_attempted
1.14;1.44;68;No;Male;White;4;4;35;3.8;774.736825;Passed
2.09;2.36;68;No;Male;White;3;4;40.5;3.2;801.5789265;Passed
1.06;0.99;54;No;Female;White;4;2;48;3.2;919.999974;Passed
-0.68;-0.88;69;No;Female;Other;5;2;32;2.9;637.368406;Passed
0;0;68;No;Male;White;3;4;37;3.8;806.315771;Failed_or_not_attempted
0.45;0.09;68;No;Male;White;3;3;35;3;694.736825;Passed
1.24;0.87;65;No;Male;White;5;4;45;3.1;862.631555;Passed
1.01;0.66;68;No;Female;White;3;3;41;3;789.473663;Passed
0.12;0.16;69;No;Male;White;4;4;39;3.3;787.894717;Passed
-0.75;-0.73;66;No;Female;White;3;3;40;3.7;843.68419;Passed
-0.37;-0.76;67;No;Male;White;2;4;35.5;3.1;712.6315615;Passed
0.65;1.17;61;No;Female;White;3;5;47;2.9;874.210501;Failed_or_not_attempted
-1.86;-1.76;66;No;Male;White;6;5;41;3.6;849.473663;Passed
-0.17;0.19;67;No;Male;White;3;4;36;3.3;740.526298;Passed
0.1;0.13;64;No;Male;White;3;3;34;2.8;658.947352;Passed
-0.02;-0.23;68;No;Male;White;3;4;38;3;742.105244;Passed
-1.71;-1.54;67;No;Male;White;3;4;34;2.7;648.947352;Passed
0.96;0.56;67;No;Female;White;3;1;24.5;3.7;598.9473585;Passed
0.07;0.98;68;No;Male;White;2;5;31;3.1;641.578933;Passed
-0.1;-0.27;63;No;Male;White;2;4;30.5;2.6;583.6841965;Passed
0.18;0.32;69;No;Male;White;3;3;46;3.4;908.421028;Failed_or_not_attempted
-1.03;-1.15;63;Yes;Female;White;3;3;33;3;663.157879;Passed
-1.57;-1.2;69;No;Male;White;4;4;38;3.1;752.105244;Passed
0.35;-0.52;63;Yes;Male;White;5;3;41;2.8;769.473663;Passed
-0.67;-0.82;69;No;Female;White;3;4;36;3.2;730.526298;Passed
-0.09;-0.24;68;No;Female;Black;5;2;25;3.3;566.842095;Passed
1.02;0.67;67;No;Male;White;4;4;34;3.4;718.947352;Failed_or_not_attempted
1.21;1.49;54;Yes;Female;White;3;3;31;3.5;681.578933;Passed
-0.49;-0.56;69;No;Male;White;3;5;40;3.3;803.68419;Passed
-0.61;-0.46;69;No;Male;White;4;3;39;3.6;817.894717;Passed
0.12;-0.12;43;No;Male;White;5;3;31;2.7;601.578933;Passed
-1.32;-1.22;69;No;Female;White;2;3;31;3.6;691.578933;Passed
-1.79;0;69;No;Female;Black;2;2;23;3.2;525.263149;Failed_or_not_attempted
0.55;0.63;69;No;Male;White;5;4;33.5;3.5;721.0526155;Passed
-0.92;-1.45;66;No;Male;White;3;4;36;3.2;730.526298;Passed
0.15;-0.25;63;No;Male;White;3;4;35;3.2;714.736825;Passed
2.7;2.5;0;No;Female;White;4;4;43;3.3;851.052609;Passed
-1.54;0;39;No;Female;White;3;4;38;3.1;752.105244;Failed_or_not_attempted
0;0;66;No;Female;White;4;2;39;3.8;837.894717;Passed
-0.41;-0.96;69;No;Female;White;3;4;36;3;710.526298;Passed
-0.98;-1.76;68;No;Female;Other;4;3;38;3.3;772.105244;Passed
0.78;1.4;69;No;Female;White;6;4;44;3.8;916.842082;Passed
1.23;1.31;69;No;Female;White;3;3;38;3.7;812.105244;Passed
0.8;1.06;67;No;Female;White;3;3;31;3.3;661.578933;Failed_or_not_attempted
-1.19;-1.49;67;Yes;Male;White;2;4;27;2.7;538.421041;Passed
0.68;0.63;68;No;Male;White;3;4;36;3.1;720.526298;Passed
1.26;1.6;68;No;Female;White;3;3;31;3.5;681.578933;Passed
-0.52;-0.75;61;No;Female;White;4;4;40;3.3;803.68419;Failed_or_not_attempted
-0.09;0.38;60;No;Male;White;4;2;35.5;3.6;762.6315615;Passed
-0.86;-0.65;69;No;Male;White;3;4;32;3.5;697.368406;Passed
-0.7;0.01;65;No;Male;White;5;3;42;3.4;845.263136;Passed
-2.29;0;69;No;Male;White;4;4;33;3.4;703.157879;Failed_or_not_attempted
1.61;-0.15;65;No;Female;White;6;4;44;2.9;826.842082;Passed
-0.83;-0.53;41;Yes;Female;White;5;3;28;2.9;574.210514;Failed_or_not_attempted
-0.68;-1.24;69;No;Male;White;3;4;25;3.2;556.842095;Passed
0.62;-0.34;68;No;Female;White;3;2;38;3.5;792.105244;Failed_or_not_attempted
0;0;60;No;Female;Other;6;3;39;2.8;737.894717;Passed
-0.56;-0.83;66;No;Male;White;5;3;38;3.5;792.105244;Passed
-0.93;-0.42;68;No;Female;White;4;4;37;3.2;746.315771;Failed_or_not_attempted
0;0;69;No;Female;White;4;3;39;3.6;817.894717;Passed
-1.23;-0.86;68;No;Male;White;5;5;38;3;742.105244;Passed
-0.48;-0.17;67;No;Female;White;5;4;35;3.2;714.736825;Passed
-0.28;0.2;42;No;Female;White;4;3;36;4;810.526298;Passed
0;0;64;No;Male;White;6;2;48;3.8;979.999974;Passed
1.31;1.77;70;No;Male;White;6;4;46;4;968.421028;Passed
-1.14;-0.08;68;No;Male;White;5;4;35;3;694.736825;Passed
-0.48;-0.62;68;No;Female;White;3;2;31;3.6;691.578933;Passed
0;0;69;No;Female;White;1;4;26.5;3.2;580.5263045;Passed
0.47;1.06;69;No;Female;White;3;4;37;3.4;766.315771;Passed
0.32;0.6;69;No;Male;White;4;4;36;3.2;730.526298;Passed
0;0;68;No;Female;White;5;4;37;3.5;776.315771;Failed_or_not_attempted
-0.64;-0.7;68;No;Male;White;2;3;29;3.1;609.999987;Passed
-1.84;0;29;No;Female;White;4;3;33;3.9;753.157879;Failed_or_not_attempted
0.53;1.83;69;No;Female;White;3;4;30;3.5;665.78946;Passed
0.33;0.27;69;No;Female;White;2;4;34;3.2;698.947352;Passed
0.65;0.59;63;Yes;Male;White;3;4;37;3.1;736.315771;Passed
-0.77;-0.8;68;No;Female;Black;1;2;20;2.7;427.89473;Failed_or_not_attempted
0.02;-0.17;66;No;Male;White;3;4;30;3.2;635.78946;Passed
0.84;0;68;No;Male;Other;3;4;29.3;3.2;624.7368289;Failed_or_not_attempted
1.51;1.09;68;No;Male;White;3;4;37;3.5;776.315771;Passed
0.86;0.99;63;No;Female;White;5;2;48;3.8;979.999974;Passed
0.23;-1.08;66;No;Female;White;4;3;35;2.9;684.736825;Passed
0.87;0.23;66;No;Female;Other;4;4;35;3.1;704.736825;Passed
0;0;68;No;Female;White;6;4;34;3.8;758.947352;Passed
0;0;68;No;Female;White;4;3;30;3.5;665.78946;Failed_or_not_attempted
0.7;-0.26;68;No;Male;White;6;4;48;3.4;939.999974;Passed
-0.14;-0.02;69;No;Female;Other;4;4;41;3.7;859.473663;Passed
-0.32;-0.31;67;No;Female;White;5;4;32;3.5;697.368406;Passed
-1.37;0;66;No;Female;White;5;4;36;3.2;730.526298;Passed
-2;-1.95;58;Yes;Male;Black;3;3;27;2.5;518.421041;Passed
-0.57;-0.67;65;No;Male;Black;4;2;38;3.3;772.105244;Passed
1.7;1.08;69;No;Male;White;3;3;34;3.4;718.947352;Passed
0.92;0;66;No;Female;White;5;3;34;3.5;728.947352;Passed
-1.39;-1.5;66;No;Female;Black;4;3;34;2.3;608.947352;Failed_or_not_attempted
-0.85;-1.22;60;No;Female;White;5;2;37.5;3.7;804.2105075;Passed
-1.47;-1.3;48;No;Male;White;6;5;47;3.7;954.210501;Passed
0.24;0.33;68;No;Male;White;3;3;32;3.4;687.368406;Passed
0;0;58;No;Male;White;4;3;37;3.4;766.315771;Failed_or_not_attempted
-0.7;-0.68;69;No;Male;White;3;3;32.5;3.2;675.2631425;Passed
-1.42;-1.51;64;Yes;Male;Black;4;2;21;3.2;493.684203;Passed
0.33;0.64;61;Yes;Female;White;4;4;38;3.7;812.105244;Passed
1.45;1.39;69;No;Female;White;3;3;37;3.6;786.315771;Passed
0.26;0.26;65;No;Male;White;4;4;35;3.5;744.736825;Passed
-0.41;-0.39;52;Yes;Female;White;4;3;32;3.2;667.368406;Passed
-0.38;-0.74;69;No;Male;White;4;2;37;3.9;816.315771;Failed_or_not_attempted
0.54;1.04;69;No;Male;White;3;4;35.5;2.7;672.6315615;Passed
-0.06;0.29;67;No;Male;White;3;4;39;3.1;767.894717;Passed
1.33;0.65;69;No;Female;White;3;4;37;3.1;736.315771;Passed
0.58;0.74;66;No;Male;White;4;4;42;3.2;825.263136;Passed
-1.43;0;68;No;Female;Black;6;4;33;3.9;753.157879;Passed
-0.74;-1.17;70;No;Female;Other;5;4;35;3.4;734.736825;Passed
1.33;0.97;69;No;Female;White;4;3;34.5;3.9;776.8420885;Passed
-0.83;-1.3;69;No;Female;White;4;3;39;3.6;817.894717;Passed
-1.15;-0.4;65;No;Male;White;4;4;39;3.1;767.894717;Passed
2.04;2.09;68;No;Male;White;3;3;37;3.3;756.315771;Passed
0.68;0.94;64;No;Female;White;4;3;41;3.8;869.473663;Passed
-1.22;0;61;Yes;Male;White;3;2;25;2.3;466.842095;Failed_or_not_attempted
2.17;1.05;66;No;Male;White;3;2;33;2.1;573.157879;Passed
0;0;68;No;Female;White;3;3;35;3.2;714.736825;Failed_or_not_attempted
2.3;2.54;57;Yes;Female;White;4;3;43;4;921.052609;Passed
-0.08;0.09;62;No;Male;Other;6;3;35.5;4;802.6315615;Passed
1.22;0.83;69;No;Male;White;3;4;38;3.6;802.105244;Passed
0.98;0;65;No;Female;White;5;5;37;3.4;766.315771;Passed
-0.79;-1.06;68;No;Male;Other;4;3;36;3.1;720.526298;Passed
-0.28;-0.34;69;No;Female;White;4;4;38;3.7;812.105244;Passed
0.08;-0.09;69;No;Male;White;4;4;39;3.1;767.894717;Passed
0;0;62;No;Female;White;4;3;37;3.6;786.315771;Passed
1.57;0;64;No;Female;White;4;4;43;3.4;861.052609;Failed_or_not_attempted
0.41;0.47;68;No;Female;White;3;4;27;3.7;638.421041;Passed
-0.88;-2.11;69;No;Female;White;3;3;37;3.8;806.315771;Failed_or_not_attempted
-1.56;-1.69;66;No;Male;Other;3;2;37;3.2;746.315771;Passed
0;0;68;No;Male;White;3;2;35.5;3.4;742.6315615;Failed_or_not_attempted
-1.38;-1.77;63;No;Male;Other;4;1;23.5;2.3;443.1578855;Passed
0.22;1.1;69;No;Female;White;4;4;36;4;810.526298;Passed
-0.22;0.62;54;No;Male;White;4;4;38.5;3.5;799.9999805;Failed_or_not_attempted
0;0;69;No;Male;White;2;3;34;3.9;768.947352;Failed_or_not_attempted
0.3;0.54;67;No;Male;White;3;4;36.5;3;718.4210345;Passed
1.14;1.34;67;No;Female;White;3;4;44;3.5;886.842082;Passed
0;0;59;No;Female;White;6;4;41;3.3;819.473663;Passed
0.3;-0.48;66;No;Male;White;2;4;32.5;2.4;595.2631425;Passed
-1.24;-0.97;65;No;Female;Black;5;3;28;3.1;594.210514;Passed
-1.61;-1.48;67;No;Female;Black;4;2;29.5;2.6;567.8947235;Passed
0.19;0.37;67;No;Female;Other;4;3;38;3.6;802.105244;Passed
0;0;67;No;Male;White;4;3;38;3.2;762.105244;Failed_or_not_attempted
-0.46;0.32;68;No;Male;White;3;4;31;3.8;711.578933;Passed
1.85;2.42;69;No;Male;White;3;4;43;3.4;861.052609;Passed
-0.01;-0.02;68;No;Female;Other;4;4;40;3.6;833.68419;Passed
-1.14;-1.47;69;No;Male;Other;2;4;25;3;536.842095;Failed_or_not_attempted
0.21;0.38;69;No;Female;Other;5;3;39;3.2;777.894717;Passed
-0.7;-0.77;68;No;Male;White;3;4;37;3;726.315771;Passed
1.16;1.59;68;No;Male;White;4;5;38;3.8;822.105244;Passed
-1.52;-1.73;68;No;Female;White;3;3;36;2.9;700.526298;Passed
0.75;0.49;68;No;Male;White;4;4;37;3.8;806.315771;Passed
-0.54;-0.51;65;Yes;Male;White;5;4;37.5;3;734.2105075;Passed
0.68;0.17;69;No;Male;White;3;4;42;2.9;795.263136;Passed
0.99;1.18;69;No;Male;White;4;4;42;4;905.263136;Passed
1.43;1.16;63;No;Female;White;3;4;39;3;757.894717;Passed
0.48;-0.26;61;Yes;Male;White;4;3;45;2.6;812.631555;Passed
0;0;69;No;Male;White;5;3;38;2.9;732.105244;Passed
0.09;0.24;53;No;Female;White;3;3;31;3.2;651.578933;Passed
1.25;0.41;68;No;Female;Black;3;2;27;3.3;598.421041;Passed
0;0;67;No;Male;White;3;4;39;2.9;747.894717;Passed
0.79;1.02;60;No;Female;White;4;4;35;3.4;734.736825;Passed
-0.37;0;69;No;Female;White;4;4;37;3.8;806.315771;Failed_or_not_attempted
0.48;0.36;65;No;Male;White;4;3;35;3.3;724.736825;Passed
-1.6;-1.77;68;No;Female;Black;4;3;24;2.6;481.052622;Passed
-1.15;-1.09;43;No;Female;White;4;4;26.5;2.5;510.5263045;Passed
1.6;2.17;62;No;Male;White;3;3;36;2.6;670.526298;Passed
-1.44;-0.93;61;No;Female;White;4;3;32;3.5;697.368406;Passed
1.65;1.68;70;No;Female;White;4;4;37;3.5;776.315771;Passed
-0.18;-1.22;68;No;Male;Other;4;2;37;2.9;716.315771;Passed
0.82;0.51;66;No;Male;White;4;4;37;2.9;716.315771;Passed
-0.89;0;58;No;Female;White;3;3;31;3.4;671.578933;Failed_or_not_attempted
-0.43;-0.05;69;No;Male;White;3;4;38;3.6;802.105244;Passed
0.29;0.68;68;No;Female;White;4;3;35;3.7;764.736825;Passed
-2.05;-1.39;63;Yes;Male;Black;3;3;26;2.3;482.631568;Passed
-0.32;-1.73;65;Yes;Female;White;5;3;42;3.4;845.263136;Passed
-1.21;-0.87;68;No;Female;White;3;4;28;3.5;634.210514;Passed
0.88;1.06;66;No;Male;White;3;3;29;2.7;569.999987;Passed
-0.49;-0.57;60;No;Male;White;4;3;40;3.4;813.68419;Failed_or_not_attempted
2.26;2.13;56;No;Female;White;3;5;37;3.8;806.315771;Passed
0.68;1.13;50;No;Female;White;3;5;33;3.2;683.157879;Passed
0;-0.63;53;No;Female;White;3;3;32;3.2;667.368406;Passed
0.22;-0.23;65;No;Male;White;2;1;29.5;3;607.8947235;Passed
-0.41;-0.17;68;No;Female;White;4;4;38;3.8;822.105244;Passed
-0.19;-0.31;62;No;Female;White;6;3;37;3.7;796.315771;Failed_or_not_attempted
1.84;1.89;66;No;Male;White;4;3;39;3.5;807.894717;Passed
0.55;0.34;63;No;Male;White;2;4;38;2.7;712.105244;Passed
-1.12;-1.38;65;Yes;Male;White;5;3;27.5;3;576.3157775;Failed_or_not_attempted
0;0;41;No;Male;White;2;3;31;3.4;671.578933;Failed_or_not_attempted
1.45;0.87;67;No;Female;White;3;4;27.5;3;576.3157775;Passed
0;0;62;No;Male;White;6;4;36;2.7;680.526298;Passed
